affinity	name	stars	class	race	attack	recovery	health	leader ability	defender skill	counter skill	slayer	bounty hunter	commander	warden	combat ability	evolve from	evolve into
light	Sensha, Lady Of Balance	****	Warrior	Honored	1692	142	2821	Light Honored Might II: 200% Damage and HP for all Light Honored Heroes	Might	Dispel Dodge			2x		Grand Harmony: Generate 1 Light Power Gem I.	Sensha, Lady Of Balance ***	Sensha, Lady Of Balance *****
light	Sensha, Lady Of Balance	*****	Warrior	Honored	2878	244	4796	Light Honored Might III: 225% Damage and HP for all Light Honored Heroes	Might	Dispel Dodge			3x		Grand Harmony: Generate 1 Light Power Gem II	Sensha, Lady Of Balance ****	Sensha, Lady Of Balance ******
light	Sensha, Lady Of Balance	******	Warrior	Honored	4174	347	6956	Light Honored Might IV: 300% Damage and HP for all Light Honored Heroes	Might	Dispel Dodge			4x		Grand Harmony: Generate 1 Light Power Gem III.	Sensha, Lady Of Balance *****	
light	The Mind Taker	***	Attacker	Honored				Light Honored Might I: 175% Damage and HP for all Light Honored Heroes	Zombie	Dispel Blind			2x				The Mind Taker ****
light	The Mind Taker	****	Attacker	Honored				Light Honored Might II: 200% Damage and HP for all Light Honored Heroes	Zombie	Dispel Blind			2x			The Mind Taker ***	The Mind Taker *****
light	The Mind Taker	*****	Attacker	Honored				Light Honored Might III: 225% Damage and HP for all Light Honored Heroes	Zombie	Dispel Blind			3x			The Mind Taker ****	The Mind Taker ******
light	The Mind Taker	******	Attacker	Honored	5418	722	3613	Light Honored Might IV: 300% Damage and HP for all Light Honored Heroes	Zombie	Dispel Blind			4x		Mind Control: Attack a Dark enemy for 2000% of ATK and increase the enemy turn counter by 1.	The Mind Taker *****	
light	Paladin Ivon	****	Attacker	Dren	2283	307	1534	Honored Might IV: 160% Damage for all Honored Heroes	Alacrity	Dispel GemSilence	2x				Holy Lance: Create 2 Light Gems, plus 1 Light Gem for every 25 Stacks of Dren Intensity. If you have more than 50 Stacks of Dren Intensity, also create 1 Light Power Gem I.		Paladin Ivon *****
light	Paladin Ivon	*****	Attacker	Dren	3863	516	2584	Honored Might V: 180% Damage for all Honored Heroes	Alacrity	Dispel GemSilence	3x					Paladin Ivon ****	Paladin Ivon ******
light	Paladin Ivon	******	Attacker	Dren	5628	752	3761	Honored Might VI: 200% Damage for all Honored Heroes	Alacrity	Dispel GemSilence	4x					Paladin Ivon *****	
light	Cleric Gerin	***	Warrior	Dren	1078	91	1794	Light Dren Might I: 175% Damage and HP for all Light Dren Heroes	Judgement	Dispel Blind	2x				Holy Light: Create 1 Light Power Gem I. Increases Dren Intensity by 3.		Cleric Gerin ****
light	Cleric Gerin	****	Warrior	Dren	1756	146	2929	Light Dren Might II: 200% Damage and HP for all Light Dren Heroes	Judgement	Dispel Blind	2x				Holy Light: Create 1 Light Power Gem I. Increases Dren Intensity by 3.	Cleric Gerin ***	Cleric Gerin *****
light	Cleric Gerin	*****	Warrior	Dren	2986	252	4978	Light Dren Might III: 225% Damage and HP for all Light Dren Heroes	Judgement	Dispel Blind	3x				Holy Light: Create 1 Light Power Gem II. Increases Dren Intensity by 5.	Cleric Gerin ****	Cleric Gerin ******
light	Cleric Gerin	******	Warrior	Dren	4334	361	7222	Light Dren Might IV: 300% Damage and HP for all Light Dren Heroes	Judgement	Dispel Blind	4x				Holy Light: Create 1 Light Power Gem III. Increases Dren Intensity by 10.	Cleric Gerin *****	
light	Holy Wing	***	Attacker	Dren				Light Dren Might I: 175% Damage and HP for all Light Dren Heroes	Blind	Dispel Dodge	2x						Holy Wing ****
light	Holy Wing	****	Attacker	Dren				Light Dren Might II: 200% Damage and HP for all Light Dren Heroes	Blind	Dispel Dodge	2x					Holy Wing ***	Holy Wing *****
light	Holy Wing	*****	Attacker	Dren				Light Dren Might III: 225% Damage and HP for all Light Dren Heroes	Blind	Dispel Dodge	3x					Holy Wing ****	Holy Wing ******
light	Holy Wing	******	Attacker	Dren	5618	748	3745	Light Dren Might IV: 300% Damage and HP for all Light Dren Heroes	Blind	Dispel Dodge	4x				Rain of Light: Reduce damage taken by 50% for 2 turns and increase the enemy's turn counter by 2.	Holy Wing *****	
light	Queen Astrid	****	Warrior	Fable	1822	152	3039	Guardian Might IV: 160% Damage for all Guardian Heroes	Weaken	Dispel Fear				yes	Alfheim's Light: Attack all enemies for 100% ATK. Attack all Dark enemies for 500% ATK.		Queen Astrid *****
light	Queen Astrid	*****	Warrior	Fable				Guardian Might V: 180% Damage for all Guardian Heroes	Weaken	Dispel Fear				yes		Queen Astrid ****	Queen Astrid ******
light	Queen Astrid	******	Warrior	Fable				Guardian Might VI: 200% Damage for all Guardian Heroes	Weaken	Dispel Fear				yes		Queen Astrid *****	
light	Rylka The Blinding	****	Defender	Giant	947	315	3928	Guardian Might IV: 160% Damage for all Guardian Heroes	Alacrity	Dispel Alacrity				yes	Blinding Light: Attack all enemies for 400% of ATK.		Rylka The Blinding *****
light	Rylka The Blinding	*****	Defender	Giant	1611	536	6675	Guardian Might V: 180% Damage for all Guardian Heroes	Alacrity	Dispel Alacrity				yes	Blinding Light: Attack all enemies for 600% of ATK.	Rylka The Blinding ****	Rylka The Blinding ******
light	Rylka The Blinding	******	Defender	Giant	2340	780	9717	Guardian Might VI: 200% Damage for all Guardian Heroes	Alacrity	Dispel Alacrity				yes	Blinding Light: Attack all enemies for 800% of ATK.	Rylka The Blinding *****	
light	Brutus Mark 3	****	Attacker	Technological	2363	317	1586	Warrior Might IV: 160% Damage for all Warrior Heroes	GemSilence	Dispel Might			2x				Brutus Mark 3 *****
light	Brutus Mark 3	*****	Attacker	Technological	3999	534	2676	Warrior Might V: 180% Damage for all Warrior Heroes	GemSilence	Dispel Might			3x			Brutus Mark 3 ****	Brutus Mark 3 ******
light	Brutus Mark 3	******	Attacker	Technological	5828	778	3895	Warrior Might VI: 200% Damage for all Warrior Heroes	GemSilence	Dispel Might			4x		Brute Force Solution: Create 4-6 Light Gems and increase Technological Intensity by 10. The number of gems increases as your HP% increases.	Brutus Mark 3 *****	
light	Sentinel Of Stars	***	Warrior	Technological	1118	95	1862	Light Technological Might I: 175% Damage and HP for all Light Technological Heroes	Regen	Dispel Weaken			2x				Sentinel Of Stars ****
light	Sentinel Of Stars	****	Warrior	Technological	1820	152	3035	Light Technological Might II: 200% Damage and HP for all Light Technological Heroes	Regen	Dispel Weaken			2x			Sentinel Of Stars ***	Sentinel Of Stars *****
light	Sentinel Of Stars	*****	Warrior	Technological	3096	262	5160	Light Technological Might III: 225% Damage and HP for all Light Technological Heroes	Regen	Dispel Weaken			3x			Sentinel Of Stars ****	Sentinel Of Stars ******
light	Sentinel Of Stars	******	Warrior	Technological	4494	375	7488	Light Technological Might IV: 300% Damage and HP for all Light Technological Heroes	Regen	Dispel Weaken			4x		Sentinel Blade: Convert 1 Dark Gem to a Light Gem. If you have 30 stacks of Technological Intensity, convert and additional 3 Dark Gems to Light Gems. Increases Technological Intensity by 10.	Sentinel Of Stars *****	
light	Astral Martyr	***	Attacker	Technological				Light Technological Might I: 175% Damage and HP for all Light Technological Heroes	Regen	Dispel Toxin			2x				Astral Martyr ****
light	Astral Martyr	****	Attacker	Technological				Light Technological Might II: 200% Damage and HP for all Light Technological Heroes	Regen	Dispel Toxin			2x			Astral Martyr ***	Astral Martyr *****
light	Astral Martyr	*****	Attacker	Technological				Light Technological Might III: 225% Damage and HP for all Light Technological Heroes	Regen	Dispel Toxin			3x			Astral Martyr ****	Astral Martyr ******
light	Astral Martyr	******	Attacker	Technological	5818	776	3879	Light Technological Might IV: 300% Damage and HP for all Light Technological Heroes	Regen	Dispel Toxin			4x		Immolate: Create 2 Light Power Gem IVs. If you have more then 100 stacks of Technological Intensity, deal 100,000% damage and create 2 more Power Gems.	Astral Martyr *****	
light	Ronin-9k	******	Balanced	Legend Technological	3504	1168	5842	Legendary Might III: 175% Damage, REC and HP for all Legend Heroes	Dark Gem Suppression	Vindicate	4x	4x	4x		Solar Core: Transform 12 Gems to Light.		
light	Cataclysm	****	Balanced	Ancient	1418	472	2363	Corrupt Armor IV: 160% HP for all Corrupt Heroes	Panic	Dispel Alacrity				yes	Deep Impact: Create 1 Light Gems.		Cataclysm *****
light	Cataclysm	*****	Balanced	Ancient	2410	802	4015	Corrupt Armor V: 180% HP for all Corrupt Heroes	Panic	Dispel Alacrity				yes		Cataclysm ****	Cataclysm ******
light	Cataclysm	******	Balanced	Ancient				Corrupt Armor VI: 200% HP for all Corrupt Heroes	Panic	Dispel Alacrity				yes		Cataclysm *****	
light	Aleksa Tesla	****	Attacker	Corrupt				Demigod Armor IV: 160% HP for all Demigod Heroes	Alacrity	Dispel Fear	2x						Aleksa Tesla *****
light	Aleksa Tesla	*****	Attacker	Corrupt	3999	534	2676	Demigod Armor V: 180% HP for all Demigod Heroes	Alacrity	Dispel Fear	3x					Aleksa Tesla ****	Aleksa Tesla ******
light	Aleksa Tesla	******	Attacker	Corrupt	5828	778	3895	Demigod Armor VI: 200% HP for all Demigod Heroes	Alacrity	Dispel Fear	4x				Induction Gun: Attack for 500% ATK plus 5000% for every 5 stacks of Corrupt Intensity, rounded down.	Aleksa Tesla *****	
light	Mr. Crow	***	Warrior	Corrupt	1118	95	1862	Light Corrupt Might I: 175% Damage and HP for all Light Corrupt Heroes	Panic	Dispel Thorns	2x						Mr. Crow ****
light	Mr. Crow	****	Warrior	Corrupt	1820	152	3035	Light Corrupt Might II: 200% Damage and HP for all Light Corrupt Heroes	Panic	Dispel Thorns	2x					Mr. Crow ***	Mr. Crow *****
light	Mr. Crow	*****	Warrior	Corrupt	3096	262	5160	Light Corrupt Might III: 225% Damage and HP for all Light Corrupt Heroes	Panic	Dispel Thorns	3x					Mr. Crow ****	Mr. Crow ******
light	Mr. Crow	******	Warrior	Corrupt	4494	375	7488	Light Corrupt Might IV: 300% Damage and HP for all Light Corrupt Heroes	Panic	Dispel Thorns	4x				Tesla Field: Generate 10 Corrupt Intensity. Become immune to enemy damage for 1 turn.	Mr. Crow *****	
light	Architect Sofija	***	Warrior	Corrupt				Light Corrupt Might I: 175% Damage and HP for all Light Corrupt Heroes	Traitor	Dispel Panic	2x						Architect Sofija ****
light	Architect Sofija	****	Warrior	Corrupt				Light Corrupt Might II: 200% Damage and HP for all Light Corrupt Heroes	Traitor	Dispel Panic	2x					Architect Sofija ***	Architect Sofija *****
light	Architect Sofija	*****	Warrior	Corrupt				Light Corrupt Might III: 225% Damage and HP for all Light Corrupt Heroes	Traitor	Dispel Panic	3x					Architect Sofija ****	Architect Sofija ******
light	Architect Sofija	******	Warrior	Corrupt	4654	387	7756	Light Corrupt Might IV: 300% Damage and HP for all Light Corrupt Heroes	Traitor	Dispel Panic	4x				Magnetic Flux: Moderately increase the drop rate of Light gems until your next turn. If Lock On is active, create 1 Light Power Gem for every 15 stacks of Corrupt Intensity.	Architect Sofija *****	
light	Tesla Reborn	******	Warrior	Corrupt				Light Corrupt Might IV: 300% Damage and HP for all Light Corrupt Heroes	Shuffle	Dispel Panic	5x				Genius: Moderately increase the drop rate of Light gems until your next turn. If Lock On is active, create 1 Light Power Gem for every 10 stacks of Corrupt Intensity.		
light	Lita, Beat Angel	****	Balanced	Technological	1418	472	2363	Creature Blessing IV: 260% REC for all Creature Heroes	Armor	Dispel GemSilence				yes	Lit Within: Generate 1 Light Power Gem I.		Lita, Beat Angel *****
light	Lita, Beat Angel	*****	Balanced	Technological	2410	802	4015	Creature Blessing V: 280% REC for all Creature Heroes	Armor	Dispel GemSilence				yes	Lit Within: Generate 1 Light Power Gem II.	Lita, Beat Angel ****	Lita, Beat Angel ******
light	Lita, Beat Angel	******	Balanced	Technological	3504	1168	5840	Creature Blessing VI: 300% REC for all Creature Heroes	Armor	Dispel GemSilence				yes	Lit Within: Generate 1 Light Power Gem III.	Lita, Beat Angel *****	
light	Loga, Fortunate Warrior	******	Attacker	Ancient	5828	778	3895	Light Ancient Guild IV: 400% Damage and HP for all Light Ancient Heroes in GvG attacks	GemSilence	Dispel Fear			4x			Loga, Fortunate Warrior *****	
light	Bimin, Masterful Teacher	***	Warrior	Ancient				Light Ancient Might I: 175% Damage and HP for all Light Ancient Heroes	Panic	Dispel Thorns			2x				Bimin, Masterful Teacher ****
light	Bimin, Masterful Teacher	****	Warrior	Ancient				Light Ancient Might II: 200% Damage and HP for all Light Ancient Heroes	Panic	Dispel Thorns			2x			Bimin, Masterful Teacher ***	Bimin, Masterful Teacher *****
light	Bimin, Masterful Teacher	*****	Warrior	Ancient	1548	131	2580	Light Ancient Might III: 225% Damage and HP for all Light Ancient Heroes	Panic	Dispel Thorns			3x		Spirits Rally: Increases Ancient Intensity by 5.  Every stacks of Ancient Intensity increases the drop rate of Light gems for 1 turn.  This skill stacks with other similar skills.	Bimin, Masterful Teacher ****	Bimin, Masterful Teacher ******
light	Bimin, Masterful Teacher	******	Warrior	Ancient	4494	375	7488	Light Ancient Might IV: 300% Damage and HP for all Light Ancient Heroes	Panic	Dispel Thorns			4x			Bimin, Masterful Teacher *****	
light	Golden Warrior	***	Warrior	Ancient				Light Ancient Might I: 175% Damage and HP for all Light Ancient Heroes	Poison	Dispel Panic			2x				Golden Warrior ****
light	Golden Warrior	****	Warrior	Ancient				Light Ancient Might II: 200% Damage and HP for all Light Ancient Heroes	Poison	Dispel Panic			2x			Golden Warrior ***	Golden Warrior *****
light	Golden Warrior	*****	Warrior	Ancient				Light Ancient Might III: 225% Damage and HP for all Light Ancient Heroes	Poison	Dispel Panic			3x			Golden Warrior ****	Golden Warrior ******
light	Golden Warrior	******	Warrior	Ancient	4654	387	7756	Light Ancient Might IV: 300% Damage and HP for all Light Ancient Heroes	Poison	Dispel Panic			4x			Golden Warrior *****	
light	Chimerus	****	Warrior	Creature	1766	150	2945	Creature Armor IV: 160% HP for all Creature Heroes	GemSilence	Dispel GemSilence	2x		2x	yes	Golden Roar: Attack the target for 10 * your remaining HP % (maximum 1000% ATK).		Chimerus *****
light	Chimerus	*****	Warrior	Creature	2988	252	4980	Creature Armor V: 180% HP for all Creature Heroes	GemSilence	Dispel GemSilence	3x		3x	yes	Golden Roar: Attack the target for 20 * your remaining HP % (maximum 2000% ATK).	Chimerus ****	Chimerus ******
light	Chimerus	******	Warrior	Creature	4348	365	7246	Creature Armor V: 200% HP for all Creature Heroes	GemSilence	Dispel GemSilence	4x		4x	yes	Golden Roar: Attack the target for 30 * your remaining HP % (maximum 3000% ATK).	Chimerus *****	
light	Celestial Tovar	****	Attacker	Demigod	1955	261	1310	Human Might IV: 160% Damage for all Human Heroes	Dodge	Dispel Siphon	2x	2x			Supernova:  Attack an enemy for 700% of ATK.  In Bounty Dungeons, reduce enemy fury by 1 stack		Celestial Tovar *****
light	Celestial Tovar	*****	Attacker	Demigod	3311	442	2216	Human Might V: 180% Damage for all Human Heroes	Dodge	Dispel Siphon	3x	3x			Supernova:  Attack an enemy for 850% of ATK.  In Bounty Dungeons, reduce enemy Fury by 1 stack	Celestial Tovar ****	Celestial Tovar ******
light	Celestial Tovar	******	Attacker	Demigod	4822	644	3221	Human Might VI: 200% Damage for all Human Heroes	Dodge	Dispel Siphon	4x	4x			Supernova:  Reduce all enemy DEF by 50% for 3 turns and Attack for 1000% of ATK. In Bounty Dungeons, reduce enemy fury by 1 stack	Celestial Tovar *****	
light	The Lustrous One	*****	Warrior	God	3198	268	5330	Light God Guild III: 325% Damage and HP for all Light God Heroes in GvG attacks	Alacrity	Dispel Weaken	4x				Gold Summon: Creates 4 Light Gems and increases ATK of the God Heroes by 1% for every God Intensity for 2 rounds, up to 50% maximum		
light	Tillock, Unyielding Warrior	***	Warrior	God	1118	95	1862	Light God Might I: 175% Damage and HP for all Light God Heroes	Thorns	Dispel Panic	2x				Divine Guard: Becomes immune to enemy damage for 1 turn		Tillock, Unyielding Warrior ****
light	Tillock, Unyielding Warrior	****	Warrior	God	1822	152	3037	Light God Might I: 200% Damage and HP for all Light God Heroes	Thorns	Dispel Panic	2x				Divine Guard: Becomes immune to enemy damage for 1 turn	Tillock, Unyielding Warrior ***	Tillock, Unyielding Warrior *****
light	Tillock, Unyielding Warrior	*****	Warrior	God	3088	258	5148	Light God Might I: 225% Damage and HP for all Light God Heroes	Thorns	Dispel Panic	3x				Divine Guard: Becomes immune to enemy damage for 1 turn	Tillock, Unyielding Warrior ****	Tillock, Unyielding Warrior ******
light	Tillock, Unyielding Warrior	******	Warrior	God	4500	377	7498	Light God Might I: 300% Damage and HP for all Light God Heroes	Thorns	Dispel Panic	4x				Divine Guard: Becomes immune to enemy damage for 1 turn	Tillock, Unyielding Warrior *****	
light	Monarch Ubu	****	Guardian	Human	476	629	3143	God Might IV: 160% Damage for all God Heroes	Chaos	Dispel Armor				yes	Stolen Riches: Generate 1 Light Power Gem I.		
light	Bone Collector	****	Defender	Creature	337	112	1399	Corrupt Blessing IV: 260% REC for all Corrupt Heroes	Drain	Dispel Fear				yes	Blessing of Bone: Creates 1 Light Gem		
light	Lyceus, Herald of Apollo	***	Warrior	Fable	1118	95	1862	Light Fable Might I: 175% Damage and HP for all Light Fable Heroes	Traitor	Dispel Thorns			2x		Hymnal Arrow: Attacks for 500% ATK. Increases Fable Intensity by 2		Lyceus, Herald of Apollo ****
